"","freq","unit","geo","TIME_PERIOD","values"
"34584","A","THS","RO116",2008-01-01,231.6
"34585","A","THS","RO116",2009-01-01,229.4
"34586","A","THS","RO116",2010-01-01,227.7
"34587","A","THS","RO116",2011-01-01,226.6
"34588","A","THS","RO116",2012-01-01,222.57
"34589","A","THS","RO116",2013-01-01,221.13
"34590","A","THS","RO116",2014-01-01,219.81
"34591","A","THS","RO116",2015-01-01,218.29
"34592","A","THS","RO116",2016-01-01,216.71
"34593","A","THS","RO116",2017-01-01,214.93
"34594","A","THS","RO116",2018-01-01,212.82
"34595","A","THS","RO116",2019-01-01,210.92
"34596","A","THS","RO116",2020-01-01,209.65
"34597","A","THS","RO116",2021-01-01,210.33
"34598","A","THS","RO116",2022-01-01,211.1
"34599","A","THS","RO116",2023-01-01,210.71
"34600","A","THS","RO12",2000-01-01,2642.2
"34601","A","THS","RO12",2001-01-01,2638.8
"34602","A","THS","RO12",2002-01-01,2532.7
"34603","A","THS","RO12",2003-01-01,2526.57
"34604","A","THS","RO12",2004-01-01,2513.21
"34605","A","THS","RO12",2005-01-01,2494.9
"34606","A","THS","RO12",2006-01-01,2485.11
"34607","A","THS","RO12",2007-01-01,2447.3
"34608","A","THS","RO12",2008-01-01,2410.11
"34609","A","THS","RO12",2009-01-01,2394.9
"34610","A","THS","RO12",2010-01-01,2383.9
"34611","A","THS","RO12",2011-01-01,2378
"34612","A","THS","RO12",2012-01-01,2360.3
"34613","A","THS","RO12",2013-01-01,2357.88
"34614","A","THS","RO12",2014-01-01,2353.45
"34615","A","THS","RO12",2015-01-01,2346.86
"34616","A","THS","RO12",2016-01-01,2337.99
"34617","A","THS","RO12",2017-01-01,2329.7
"34618","A","THS","RO12",2018-01-01,2322.51
"34619","A","THS","RO12",2019-01-01,2317.73
"34620","A","THS","RO12",2020-01-01,2310.56
"34621","A","THS","RO12",2021-01-01,2289.38
"34622","A","THS","RO12",2022-01-01,2277.7
"34623","A","THS","RO12",2023-01-01,2285.57
"34624","A","THS","RO121",2000-01-01,395.9
"34625","A","THS","RO121",2001-01-01,395
"34626","A","THS","RO121",2002-01-01,383.8
"34627","A","THS","RO121",2003-01-01,382.7
"34628","A","THS","RO121",2004-01-01,379.1
"34629","A","THS","RO121",2005-01-01,373.9
"34630","A","THS","RO121",2006-01-01,371.8
"34631","A","THS","RO121",2007-01-01,364.7
"34632","A","THS","RO121",2008-01-01,357.1
"34633","A","THS","RO121",2009-01-01,354.6
"34634","A","THS","RO121",2010-01-01,351.7
"34635","A","THS","RO121",2011-01-01,349.9
"34636","A","THS","RO121",2012-01-01,340.54
"34637","A","THS","RO121",2013-01-01,338.67
"34638","A","THS","RO121",2014-01-01,336.87
"34639","A","THS","RO121",2015-01-01,334.8
"34640","A","THS","RO121",2016-01-01,332.33
"34641","A","THS","RO121",2017-01-01,329.71
"34642","A","THS","RO121",2018-01-01,326.97
"34643","A","THS","RO121",2019-01-01,324.87
"34644","A","THS","RO121",2020-01-01,322.73
"34645","A","THS","RO121",2021-01-01,323.56
"34646","A","THS","RO121",2022-01-01,325.84
"34647","A","THS","RO121",2023-01-01,326.01
"34648","A","THS","RO122",2000-01-01,628.6
"34649","A","THS","RO122",2001-01-01,626.5
"34650","A","THS","RO122",2002-01-01,589.3
"34651","A","THS","RO122",2003-01-01,591.39
"34652","A","THS","RO122",2004-01-01,590
"34653","A","THS","RO122",2005-01-01,586.8
"34654","A","THS","RO122",2006-01-01,585
"34655","A","THS","RO122",2007-01-01,575.9
"34656","A","THS","RO122",2008-01-01,569.8
"34657","A","THS","RO122",2009-01-01,566.8
"34658","A","THS","RO122",2010-01-01,565.2
"34659","A","THS","RO122",2011-01-01,565.1
"34660","A","THS","RO122",2012-01-01,550.17
"34661","A","THS","RO122",2013-01-01,550.86
"34662","A","THS","RO122",2014-01-01,551.08
"34663","A","THS","RO122",2015-01-01,551.15
"34664","A","THS","RO122",2016-01-01,550.96
"34665","A","THS","RO122",2017-01-01,551.08
"34666","A","THS","RO122",2018-01-01,551.89
"34667","A","THS","RO122",2019-01-01,553.3
"34668","A","THS","RO122",2020-01-01,554.01
"34669","A","THS","RO122",2021-01-01,551.13
"34670","A","THS","RO122",2022-01-01,550.62
"34671","A","THS","RO122",2023-01-01,555.27
"34672","A","THS","RO123",2000-01-01,230.5
"34673","A","THS","RO123",2001-01-01,230.8
"34674","A","THS","RO123",2002-01-01,224.5
"34675","A","THS","RO123",2003-01-01,223.3
"34676","A","THS","RO123",2004-01-01,221.6
"34677","A","THS","RO123",2005-01-01,220.7
"34678","A","THS","RO123",2006-01-01,219.7
"34679","A","THS","RO123",2007-01-01,216.6
"34680","A","THS","RO123",2008-01-01,213
"34681","A","THS","RO123",2009-01-01,211.3
"34682","A","THS","RO123",2010-01-01,210.1
"34683","A","THS","RO123",2011-01-01,209.2
"34684","A","THS","RO123",2012-01-01,209.4
"34685","A","THS","RO123",2013-01-01,208.85
"34686","A","THS","RO123",2014-01-01,208.15
"34687","A","THS","RO123",2015-01-01,207.02
"34688","A","THS","RO123",2016-01-01,205.7
"34689","A","THS","RO123",2017-01-01,204.31
"34690","A","THS","RO123",2018-01-01,202.89
"34691","A","THS","RO123",2019-01-01,201.91
"34692","A","THS","RO123",2020-01-01,200.89
"34693","A","THS","RO123",2021-01-01,200.09
"34694","A","THS","RO123",2022-01-01,199.93
"34695","A","THS","RO123",2023-01-01,199.8
"34696","A","THS","RO124",2000-01-01,341.6
"34697","A","THS","RO124",2001-01-01,340.9
"34698","A","THS","RO124",2002-01-01,328.5
"34699","A","THS","RO124",2003-01-01,326.9
"34700","A","THS","RO124",2004-01-01,325.2
"34701","A","THS","RO124",2005-01-01,322
"34702","A","THS","RO124",2006-01-01,320.4
"34703","A","THS","RO124",2007-01-01,315.7
"34704","A","THS","RO124",2008-01-01,310.5
"34705","A","THS","RO124",2009-01-01,308
"34706","A","THS","RO124",2010-01-01,306.9
"34707","A","THS","RO124",2011-01-01,305.6
"34708","A","THS","RO124",2012-01-01,310.99
"34709","A","THS","RO124",2013-01-01,310.65
"34710","A","THS","RO124",2014-01-01,309.8
"34711","A","THS","RO124",2015-01-01,308.45
"34712","A","THS","RO124",2016-01-01,306.72
"34713","A","THS","RO124",2017-01-01,305.05
"34714","A","THS","RO124",2018-01-01,303.35
"34715","A","THS","RO124",2019-01-01,302.01
"34716","A","THS","RO124",2020-01-01,300.43
"34717","A","THS","RO124",2021-01-01,295.5
"34718","A","THS","RO124",2022-01-01,291.79
"34719","A","THS","RO124",2023-01-01,292.09
"34720","A","THS","RO125",2000-01-01,601.6
"34721","A","THS","RO125",2001-01-01,602.3
"34722","A","THS","RO125",2002-01-01,585.1
"34723","A","THS","RO125",2003-01-01,581.69
"34724","A","THS","RO125",2004-01-01,578.1
"34725","A","THS","RO125",2005-01-01,575.2
"34726","A","THS","RO125",2006-01-01,572.7
"34727","A","THS","RO125",2007-01-01,564.1
"34728","A","THS","RO125",2008-01-01,555.1
"34729","A","THS","RO125",2009-01-01,551
"34730","A","THS","RO125",2010-01-01,548.2
"34731","A","THS","RO125",2011-01-01,546.2
"34732","A","THS","RO125",2012-01-01,549.7
"34733","A","THS","RO125",2013-01-01,548.53
"34734","A","THS","RO125",2014-01-01,547.25
"34735","A","THS","RO125",2015-01-01,545.22
"34736","A","THS","RO125",2016-01-01,542.32
"34737","A","THS","RO125",2017-01-01,539.56
"34738","A","THS","RO125",2018-01-01,536.81
"34739","A","THS","RO125",2019-01-01,534.38
"34740","A","THS","RO125",2020-01-01,531.57
"34741","A","THS","RO125",2021-01-01,524.41
"34742","A","THS","RO125",2022-01-01,519.27
"34743","A","THS","RO125",2023-01-01,519.69
"34744","A","THS","RO126",2000-01-01,444
"34745","A","THS","RO126",2001-01-01,443.3
"34746","A","THS","RO126",2002-01-01,421.5
"34747","A","THS","RO126",2003-01-01,420.6
"34748","A","THS","RO126",2004-01-01,419.2
"34749","A","THS","RO126",2005-01-01,416.3
"34750","A","THS","RO126",2006-01-01,415.5
"34751","A","THS","RO126",2007-01-01,410.3
"34752","A","THS","RO126",2008-01-01,404.6
"34753","A","THS","RO126",2009-01-01,403.3
"34754","A","THS","RO126",2010-01-01,401.8
"34755","A","THS","RO126",2011-01-01,402
"34756","A","THS","RO126",2012-01-01,399.49
"34757","A","THS","RO126",2013-01-01,400.32
"34758","A","THS","RO126",2014-01-01,400.3
"34759","A","THS","RO126",2015-01-01,400.21
"34760","A","THS","RO126",2016-01-01,399.95
"34761","A","THS","RO126",2017-01-01,399.97
"34762","A","THS","RO126",2018-01-01,400.6
"34763","A","THS","RO126",2019-01-01,401.27
"34764","A","THS","RO126",2020-01-01,400.92
"34765","A","THS","RO126",2021-01-01,394.69
"34766","A","THS","RO126",2022-01-01,390.26
"34767","A","THS","RO126",2023-01-01,392.7
"34768","A","THS","RO2",2000-01-01,6757.8
"34769","A","THS","RO2",2001-01-01,6768.9
"34770","A","THS","RO2",2002-01-01,6574.99
"34771","A","THS","RO2",2003-01-01,6554.03
"34772","A","THS","RO2",2004-01-01,6521.52
"34773","A","THS","RO2",2005-01-01,6488.29
"34774","A","THS","RO2",2006-01-01,6451.62
"34775","A","THS","RO2",2007-01-01,6357.69
"34776","A","THS","RO2",2008-01-01,6244.62
"34777","A","THS","RO2",2009-01-01,6191.61
"34778","A","THS","RO2",2010-01-01,6153.8
"34779","A","THS","RO2",2011-01-01,6123.49
"34780","A","THS","RO2",2012-01-01,5818.28
"34781","A","THS","RO2",2013-01-01,5794.3
"34782","A","THS","RO2",2014-01-01,5775.6
"34783","A","THS","RO2",2015-01-01,5746.91
"34784","A","THS","RO2",2016-01-01,5707.92
"34785","A","THS","RO2",2017-01-01,5667.54
"34786","A","THS","RO2",2018-01-01,5624.71
"34787","A","THS","RO2",2019-01-01,5588.9
"34788","A","THS","RO2",2020-01-01,5553.1
"34789","A","THS","RO2",2021-01-01,5557.85
"34790","A","THS","RO2",2022-01-01,5581.6
"34791","A","THS","RO2",2023-01-01,5574.72
"34792","A","THS","RO21",2000-01-01,3823.5
"34793","A","THS","RO21",2001-01-01,3836.7
"34794","A","THS","RO21",2002-01-01,3722.8
"34795","A","THS","RO21",2003-01-01,3716.36
"34796","A","THS","RO21",2004-01-01,3700.31
"34797","A","THS","RO21",2005-01-01,3681.99
"34798","A","THS","RO21",2006-01-01,3665.11
"34799","A","THS","RO21",2007-01-01,3613.3
"34800","A","THS","RO21",2008-01-01,3551.81
"34801","A","THS","RO21",2009-01-01,3523.31
"34802","A","THS","RO21",2010-01-01,3502.7
"34803","A","THS","RO21",2011-01-01,3487.09
"34804","A","THS","RO21",2012-01-01,3286.81
"34805","A","THS","RO21",2013-01-01,3277.41
"34806","A","THS","RO21",2014-01-01,3274.11
"34807","A","THS","RO21",2015-01-01,3265.09
"34808","A","THS","RO21",2016-01-01,3248.75
"34809","A","THS","RO21",2017-01-01,3231.76
"34810","A","THS","RO21",2018-01-01,3213.37
"34811","A","THS","RO21",2019-01-01,3198.44
"34812","A","THS","RO21",2020-01-01,3183.5
"34813","A","THS","RO21",2021-01-01,3198.06
"34814","A","THS","RO21",2022-01-01,3223.61
"34815","A","THS","RO21",2023-01-01,3225.07
"34816","A","THS","RO211",2000-01-01,752.8
"34817","A","THS","RO211",2001-01-01,754.8
"34818","A","THS","RO211",2002-01-01,723.3
"34819","A","THS","RO211",2003-01-01,719.69
"34820","A","THS","RO211",2004-01-01,715.6
"34821","A","THS","RO211",2005-01-01,713.3
"34822","A","THS","RO211",2006-01-01,708.4
"34823","A","THS","RO211",2007-01-01,698
"34824","A","THS","RO211",2008-01-01,685.8
"34825","A","THS","RO211",2009-01-01,679.4
"34826","A","THS","RO211",2010-01-01,675.1
"34827","A","THS","RO211",2011-01-01,672.1
"34828","A","THS","RO211",2012-01-01,612.19
"34829","A","THS","RO211",2013-01-01,608.51
"34830","A","THS","RO211",2014-01-01,605.81
"34831","A","THS","RO211",2015-01-01,602.67
"34832","A","THS","RO211",2016-01-01,598.15
"34833","A","THS","RO211",2017-01-01,593.39
"34834","A","THS","RO211",2018-01-01,588.4
"34835","A","THS","RO211",2019-01-01,584.12
"34836","A","THS","RO211",2020-01-01,579.69
"34837","A","THS","RO211",2021-01-01,588.16
"34838","A","THS","RO211",2022-01-01,598.6
"34839","A","THS","RO211",2023-01-01,596.69
"34840","A","THS","RO212",2000-01-01,463.8
"34841","A","THS","RO212",2001-01-01,465.4
"34842","A","THS","RO212",2002-01-01,460.2
"34843","A","THS","RO212",2003-01-01,457.4
"34844","A","THS","RO212",2004-01-01,454.5
"34845","A","THS","RO212",2005-01-01,453.4
"34846","A","THS","RO212",2006-01-01,448.5
"34847","A","THS","RO212",2007-01-01,440.4
"34848","A","THS","RO212",2008-01-01,430.9
"34849","A","THS","RO212",2009-01-01,425.4
"34850","A","THS","RO212",2010-01-01,422.4
"34851","A","THS","RO212",2011-01-01,419.7
"34852","A","THS","RO212",2012-01-01,408.57
"34853","A","THS","RO212",2013-01-01,404.82
"34854","A","THS","RO212",2014-01-01,401.29
"34855","A","THS","RO212",2015-01-01,397.05
"34856","A","THS","RO212",2016-01-01,392.57
"34857","A","THS","RO212",2017-01-01,387.9
"34858","A","THS","RO212",2018-01-01,382.82
"34859","A","THS","RO212",2019-01-01,379
"34860","A","THS","RO212",2020-01-01,375.56
"34861","A","THS","RO212",2021-01-01,382.26
"34862","A","THS","RO212",2022-01-01,390.4
"34863","A","THS","RO212",2023-01-01,389.31
"34864","A","THS","RO213",2000-01-01,836.8
"34865","A","THS","RO213",2001-01-01,842.1
"34866","A","THS","RO213",2002-01-01,800.9
"34867","A","THS","RO213",2003-01-01,809.99
"34868","A","THS","RO213",2004-01-01,813.1
"34869","A","THS","RO213",2005-01-01,802.5
"34870","A","THS","RO213",2006-01-01,809.2
"34871","A","THS","RO213",2007-01-01,799.9
"34872","A","THS","RO213",2008-01-01,789.3
"34873","A","THS","RO213",2009-01-01,787.4
"34874","A","THS","RO213",2010-01-01,780.1
"34875","A","THS","RO213",2011-01-01,774.9
"34876","A","THS","RO213",2012-01-01,774.12
"34877","A","THS","RO213",2013-01-01,778.38
"34878","A","THS","RO213",2014-01-01,784.6
"34879","A","THS","RO213",2015-01-01,788.23
"34880","A","THS","RO213",2016-01-01,789.4
"34881","A","THS","RO213",2017-01-01,790.95
"34882","A","THS","RO213",2018-01-01,793.32
"34883","A","THS","RO213",2019-01-01,794.94
"34884","A","THS","RO213",2020-01-01,796.16
"34885","A","THS","RO213",2021-01-01,781.53
"34886","A","THS","RO213",2022-01-01,769.94
"34887","A","THS","RO213",2023-01-01,776.41
"34888","A","THS","RO214",2000-01-01,586.2
"34889","A","THS","RO214",2001-01-01,587.4
"34890","A","THS","RO214",2002-01-01,572.6
"34891","A","THS","RO214",2003-01-01,568.09
"34892","A","THS","RO214",2004-01-01,564.5
"34893","A","THS","RO214",2005-01-01,562.7
"34894","A","THS","RO214",2006-01-01,557.6
"34895","A","THS","RO214",2007-01-01,548.9
"34896","A","THS","RO214",2008-01-01,538.9
"34897","A","THS","RO214",2009-01-01,533.6
"34898","A","THS","RO214",2010-01-01,531.1
"34899","A","THS","RO214",2011-01-01,529.1
"34900","A","THS","RO214",2012-01-01,466.64
"34901","A","THS","RO214",2013-01-01,463.48
"34902","A","THS","RO214",2014-01-01,460.83
"34903","A","THS","RO214",2015-01-01,457.65
"34904","A","THS","RO214",2016-01-01,453.69
"34905","A","THS","RO214",2017-01-01,449.48
"34906","A","THS","RO214",2018-01-01,444.79
"34907","A","THS","RO214",2019-01-01,440.76
"34908","A","THS","RO214",2020-01-01,436.61
"34909","A","THS","RO214",2021-01-01,443.06
"34910","A","THS","RO214",2022-01-01,450.78
"34911","A","THS","RO214",2023-01-01,448.6
"34912","A","THS","RO215",2000-01-01,717.2
"34913","A","THS","RO215",2001-01-01,719.1
"34914","A","THS","RO215",2002-01-01,703.4
"34915","A","THS","RO215",2003-01-01,700.39
"34916","A","THS","RO215",2004-01-01,698
"34917","A","THS","RO215",2005-01-01,695.8
"34918","A","THS","RO215",2006-01-01,693
"34919","A","THS","RO215",2007-01-01,684.4
"34920","A","THS","RO215",2008-01-01,674.7
"34921","A","THS","RO215",2009-01-01,670.4
"34922","A","THS","RO215",2010-01-01,669.3
"34923","A","THS","RO215",2011-01-01,668.9
"34924","A","THS","RO215",2012-01-01,632.98
"34925","A","THS","RO215",2013-01-01,632.04
"34926","A","THS","RO215",2014-01-01,631.59
"34927","A","THS","RO215",2015-01-01,630.62
"34928","A","THS","RO215",2016-01-01,629.11
"34929","A","THS","RO215",2017-01-01,627.97
"34930","A","THS","RO215",2018-01-01,626.8
"34931","A","THS","RO215",2019-01-01,625.8
"34932","A","THS","RO215",2020-01-01,624.14
"34933","A","THS","RO215",2021-01-01,631.84
"34934","A","THS","RO215",2022-01-01,641.57
"34935","A","THS","RO215",2023-01-01,643.54
"34936","A","THS","RO216",2000-01-01,466.7
"34937","A","THS","RO216",2001-01-01,467.9
"34938","A","THS","RO216",2002-01-01,462.4
"34939","A","THS","RO216",2003-01-01,460.8
"34940","A","THS","RO216",2004-01-01,454.6
"34941","A","THS","RO216",2005-01-01,454.3
"34942","A","THS","RO216",2006-01-01,448.4
"34943","A","THS","RO216",2007-01-01,441.7
"34944","A","THS","RO216",2008-01-01,432.2
"34945","A","THS","RO216",2009-01-01,427.1
"34946","A","THS","RO216",2010-01-01,424.7
"34947","A","THS","RO216",2011-01-01,422.4
"34948","A","THS","RO216",2012-01-01,392.31
"34949","A","THS","RO216",2013-01-01,390.17
"34950","A","THS","RO216",2014-01-01,389.99
"34951","A","THS","RO216",2015-01-01,388.87
"34952","A","THS","RO216",2016-01-01,385.83
"34953","A","THS","RO216",2017-01-01,382.06
"34954","A","THS","RO216",2018-01-01,377.25
"34955","A","THS","RO216",2019-01-01,373.81
"34956","A","THS","RO216",2020-01-01,371.34
"34957","A","THS","RO216",2021-01-01,371.2
"34958","A","THS","RO216",2022-01-01,372.31
"34959","A","THS","RO216",2023-01-01,370.51
"34960","A","THS","RO22",2000-01-01,2934.3
"34961","A","THS","RO22",2001-01-01,2932.2
"34962","A","THS","RO22",2002-01-01,2852.2
"34963","A","THS","RO22",2003-01-01,2837.67
"34964","A","THS","RO22",2004-01-01,2821.21
"34965","A","THS","RO22",2005-01-01,2806.3
"34966","A","THS","RO22",2006-01-01,2786.51
"34967","A","THS","RO22",2007-01-01,2744.4
"34968","A","THS","RO22",2008-01-01,2692.81
"34969","A","THS","RO22",2009-01-01,2668.31
"34970","A","THS","RO22",2010-01-01,2651.1
"34971","A","THS","RO22",2011-01-01,2636.39
"34972","A","THS","RO22",2012-01-01,2531.46
"34973","A","THS","RO22",2013-01-01,2516.88
"34974","A","THS","RO22",2014-01-01,2501.49
"34975","A","THS","RO22",2015-01-01,2481.82
"34976","A","THS","RO22",2016-01-01,2459.17
"34977","A","THS","RO22",2017-01-01,2435.78
"34978","A","THS","RO22",2018-01-01,2411.34
"34979","A","THS","RO22",2019-01-01,2390.47
"34980","A","THS","RO22",2020-01-01,2369.6
"34981","A","THS","RO22",2021-01-01,2359.79
"34982","A","THS","RO22",2022-01-01,2357.98
"34983","A","THS","RO22",2023-01-01,2349.65
"34984","A","THS","RO221",2000-01-01,385.7
"34985","A","THS","RO221",2001-01-01,385.1
"34986","A","THS","RO221",2002-01-01,373.8
"34987","A","THS","RO221",2003-01-01,371.6
"34988","A","THS","RO221",2004-01-01,368
"34989","A","THS","RO221",2005-01-01,365.2
"34990","A","THS","RO221",2006-01-01,361
"34991","A","THS","RO221",2007-01-01,354.5
"34992","A","THS","RO221",2008-01-01,346.1
"34993","A","THS","RO221",2009-01-01,341.7
"34994","A","THS","RO221",2010-01-01,337.8
"34995","A","THS","RO221",2011-01-01,335.1
"34996","A","THS","RO221",2012-01-01,317.69
"34997","A","THS","RO221",2013-01-01,313.92
"34998","A","THS","RO221",2014-01-01,310.23
"34999","A","THS","RO221",2015-01-01,306
"35000","A","THS","RO221",2016-01-01,301.44
"35001","A","THS","RO221",2017-01-01,296.69
"35002","A","THS","RO221",2018-01-01,291.92
"35003","A","THS","RO221",2019-01-01,287.88
"35004","A","THS","RO221",2020-01-01,283.51
"35005","A","THS","RO221",2021-01-01,280.59
"35006","A","THS","RO221",2022-01-01,278.69
"35007","A","THS","RO221",2023-01-01,275.84
"35008","A","THS","RO222",2000-01-01,504.5
"35009","A","THS","RO222",2001-01-01,503.5
"35010","A","THS","RO222",2002-01-01,497.4
"35011","A","THS","RO222",2003-01-01,494.39
"35012","A","THS","RO222",2004-01-01,490.8
"35013","A","THS","RO222",2005-01-01,487.1
"35014","A","THS","RO222",2006-01-01,482.1
"35015","A","THS","RO222",2007-01-01,473.9
"35016","A","THS","RO222",2008-01-01,462.9
"35017","A","THS","RO222",2009-01-01,457.9
"35018","A","THS","RO222",2010-01-01,453.7
"35019","A","THS","RO222",2011-01-01,450.2
"35020","A","THS","RO222",2012-01-01,447.16
"35021","A","THS","RO222",2013-01-01,443.05
"35022","A","THS","RO222",2014-01-01,438.8
"35023","A","THS","RO222",2015-01-01,433.85
"35024","A","THS","RO222",2016-01-01,428.52
"35025","A","THS","RO222",2017-01-01,422.94
"35026","A","THS","RO222",2018-01-01,416.92
"35027","A","THS","RO222",2019-01-01,411.7
"35028","A","THS","RO222",2020-01-01,406.77
"35029","A","THS","RO222",2021-01-01,403.97
"35030","A","THS","RO222",2022-01-01,402.37
"35031","A","THS","RO222",2023-01-01,399.37
"35032","A","THS","RO223",2000-01-01,746
"35033","A","THS","RO223",2001-01-01,746.9
"35034","A","THS","RO223",2002-01-01,709.9
"35035","A","THS","RO223",2003-01-01,708.29
"35036","A","THS","RO223",2004-01-01,706.5
"35037","A","THS","RO223",2005-01-01,705.1
"35038","A","THS","RO223",2006-01-01,703.6
"35039","A","THS","RO223",2007-01-01,696.5
"35040","A","THS","RO223",2008-01-01,687.9
"35041","A","THS","RO223",2009-01-01,685.3
"35042","A","THS","RO223",2010-01-01,683.8
"35043","A","THS","RO223",2011-01-01,683.3
"35044","A","THS","RO223",2012-01-01,684.22
"35045","A","THS","RO223",2013-01-01,684.47
"35046","A","THS","RO223",2014-01-01,683.91
"35047","A","THS","RO223",2015-01-01,682.29
"35048","A","THS","RO223",2016-01-01,679.78
"35049","A","THS","RO223",2017-01-01,677.3
"35050","A","THS","RO223",2018-01-01,675.03
"35051","A","THS","RO223",2019-01-01,673.21
"35052","A","THS","RO223",2020-01-01,670.48
"35053","A","THS","RO223",2021-01-01,662.28
"35054","A","THS","RO223",2022-01-01,656.63
"35055","A","THS","RO223",2023-01-01,657.94
"35056","A","THS","RO224",2000-01-01,644.1
"35057","A","THS","RO224",2001-01-01,643.3
"35058","A","THS","RO224",2002-01-01,622.9
"35059","A","THS","RO224",2003-01-01,618.39
"35060","A","THS","RO224",2004-01-01,614.8
"35061","A","THS","RO224",2005-01-01,611.8
"35062","A","THS","RO224",2006-01-01,606.8
"35063","A","THS","RO224",2007-01-01,595.8
"35064","A","THS","RO224",2008-01-01,584.1
"35065","A","THS","RO224",2009-01-01,578.2
"35066","A","THS","RO224",2010-01-01,575.3
"35067","A","THS","RO224",2011-01-01,570.5
"35068","A","THS","RO224",2012-01-01,532.8
"35069","A","THS","RO224",2013-01-01,529.62
"35070","A","THS","RO224",2014-01-01,526.53
"35071","A","THS","RO224",2015-01-01,522.51
"35072","A","THS","RO224",2016-01-01,517.78
"35073","A","THS","RO224",2017-01-01,513.18
"35074","A","THS","RO224",2018-01-01,508.6
"35075","A","THS","RO224",2019-01-01,504.92
"35076","A","THS","RO224",2020-01-01,501.54
"35077","A","THS","RO224",2021-01-01,497.3
"35078","A","THS","RO224",2022-01-01,494.76
"35079","A","THS","RO224",2023-01-01,493.61
"35080","A","THS","RO225",2000-01-01,262.7
"35081","A","THS","RO225",2001-01-01,262.1
"35082","A","THS","RO225",2002-01-01,254.4
"35083","A","THS","RO225",2003-01-01,252.6
"35084","A","THS","RO225",2004-01-01,250.8
"35085","A","THS","RO225",2005-01-01,248.9
"35086","A","THS","RO225",2006-01-01,247.1
"35087","A","THS","RO225",2007-01-01,243
"35088","A","THS","RO225",2008-01-01,237.8
"35089","A","THS","RO225",2009-01-01,234.7
"35090","A","THS","RO225",2010-01-01,232.3
"35091","A","THS","RO225",2011-01-01,230.3
"35092","A","THS","RO225",2012-01-01,211.12
"35093","A","THS","RO225",2013-01-01,209.26
"35094","A","THS","RO225",2014-01-01,207.2
"35095","A","THS","RO225",2015-01-01,204.71
"35096","A","THS","RO225",2016-01-01,202.05
"35097","A","THS","RO225",2017-01-01,199.32
"35098","A","THS","RO225",2018-01-01,196.19
"35099","A","THS","RO225",2019-01-01,193.4
"35100","A","THS","RO225",2020-01-01,191.06
"35101","A","THS","RO225",2021-01-01,191.26
"35102","A","THS","RO225",2022-01-01,191.88
"35103","A","THS","RO225",2023-01-01,190.32
"35104","A","THS","RO226",2000-01-01,391.2
"35105","A","THS","RO226",2001-01-01,391.3
"35106","A","THS","RO226",2002-01-01,393.8
"35107","A","THS","RO226",2003-01-01,392.4
"35108","A","THS","RO226",2004-01-01,390.3
"35109","A","THS","RO226",2005-01-01,388.2
"35110","A","THS","RO226",2006-01-01,385.9
"35111","A","THS","RO226",2007-01-01,380.7
"35112","A","THS","RO226",2008-01-01,374
"35113","A","THS","RO226",2009-01-01,370.5
"35114","A","THS","RO226",2010-01-01,368.2
"35115","A","THS","RO226",2011-01-01,367
"35116","A","THS","RO226",2012-01-01,338.48
"35117","A","THS","RO226",2013-01-01,336.56
"35118","A","THS","RO226",2014-01-01,334.82
"35119","A","THS","RO226",2015-01-01,332.47
"35120","A","THS","RO226",2016-01-01,329.6
"35121","A","THS","RO226",2017-01-01,326.34
"35122","A","THS","RO226",2018-01-01,322.69
"35123","A","THS","RO226",2019-01-01,319.36
"35124","A","THS","RO226",2020-01-01,316.24
"35125","A","THS","RO226",2021-01-01,324.38
"35126","A","THS","RO226",2022-01-01,333.65
"35127","A","THS","RO226",2023-01-01,332.56
"35128","A","THS","RO3",2000-01-01,5750.2
"35129","A","THS","RO3",2001-01-01,5732.1
"35130","A","THS","RO3",2002-01-01,5554.79
"35131","A","THS","RO3",2003-01-01,5524.14
"35132","A","THS","RO3",2004-01-01,5492.91
"35133","A","THS","RO3",2005-01-01,5460.19
"35134","A","THS","RO3",2006-01-01,5431.81
"35135","A","THS","RO3",2007-01-01,5358.79
"35136","A","THS","RO3",2008-01-01,5283.91
"35137","A","THS","RO3",2009-01-01,5243.91
"35138","A","THS","RO3",2010-01-01,5216.8
"35139","A","THS","RO3",2011-01-01,5186.49
"35140","A","THS","RO3",2012-01-01,5399.62
"35141","A","THS","RO3",2013-01-01,5380.23
"35142","A","THS","RO3",2014-01-01,5358.14
"35143","A","THS","RO3",2015-01-01,5333.86
"35144","A","THS","RO3",2016-01-01,5305.94
"35145","A","THS","RO3",2017-01-01,5279.93
"35146","A","THS","RO3",2018-01-01,5259.1
"35147","A","THS","RO3",2019-01-01,5240.83
"35148","A","THS","RO3",2020-01-01,5218.22
"35149","A","THS","RO3",2021-01-01,5164.27
"35150","A","THS","RO3",2022-01-01,5128.03
"35151","A","THS","RO3",2023-01-01,5134.17
"35152","A","THS","RO31",2000-01-01,3465.5
"35153","A","THS","RO31",2001-01-01,3458.8
"35154","A","THS","RO31",2002-01-01,3356.5
"35155","A","THS","RO31",2003-01-01,3333.86
"35156","A","THS","RO31",2004-01-01,3307.81
"35157","A","THS","RO31",2005-01-01,3282.9
"35158","A","THS","RO31",2006-01-01,3252.41
"35159","A","THS","RO31",2007-01-01,3200.5
"35160","A","THS","RO31",2008-01-01,3136.91
"35161","A","THS","RO31",2009-01-01,3103.21
